Dim_1,Dim_2,label
-22.144695281982422,37.495548248291016,ERVK
-63.006534576416016,-16.792232513427734,ERVK
3.4004836082458496,23.350008010864258,srpRNA
41.108909606933594,-42.322017669677734,hAT-Charlie
39.921173095703125,-55.279109954833984,hAT-Tip100
10.17338752746582,7.380659580230713,Alu
-29.08555793762207,22.903522491455078,ERVK
-34.454978942871094,30.13177490234375,ERVK
-16.16258430480957,-44.287872314453125,ERV1
20.184871673583984,77.12545776367188,SVA
-49.927730560302734,-28.234691619873047,hAT-Charlie
-26.649011611938477,50.5958366394043,ERV1
54.87330627441406,6.97074031829834,CR1
-18.504150390625,-58.57561111450195,TcMar-Tigger
28.80127716064453,-2.347750663757324,hAT-Charlie
-26.833398818969727,18.263957977294922,ERVK
8.827594757080078,-53.78092575073242,hAT-Tip100
63.71860885620117,-31.681156158447266,CR1
59.94627380371094,5.540161609649658,CR1
-32.352420806884766,48.67280578613281,ERVK
-22.462902069091797,-0.42657625675201416,TcMar-Tigger
-19.119443893432617,37.0045051574707,SVA
-50.00110626220703,3.7880802154541016,ERV1
-29.432283401489258,-63.926170349121094,TcMar-Tigger
-68.89125061035156,-22.336254119873047,TcMar-Tigger
60.46941375732422,-19.267597198486328,hAT-Charlie
-11.562515258789062,72.17584991455078,ERVK
62.48664093017578,-25.216487884521484,TcMar-Tigger
-30.011629104614258,-61.60172653198242,hAT-Charlie
-24.002647399902344,10.21130657196045,hAT-Tip100
-0.5950877666473389,9.447738647460938,srpRNA
-27.23778533935547,41.73755645751953,ERVK
-54.476806640625,22.004344940185547,L2
19.875865936279297,70.87300109863281,SVA
-44.86656951904297,-30.906225204467773,TcMar-Tigger
-62.28567886352539,-31.291528701782227,hAT-Tip100
-25.619718551635742,-27.7783145904541,ERV1
-47.2894172668457,-31.79601287841797,TcMar-Tigger
-14.919976234436035,-70.89743041992188,CR1
-62.92623519897461,19.689241409301758,hAT-Charlie
-44.154850006103516,-54.00753402709961,CR1
-28.684001922607422,25.140058517456055,ERVK
22.855236053466797,-61.35477066040039,hAT-Charlie
-19.71249008178711,-35.074344635009766,TcMar-Tigger
-2.0637431144714355,-55.76971435546875,TcMar-Tigger
62.107261657714844,-16.808191299438477,CR1
15.813530921936035,22.557697296142578,Alu
-49.4981803894043,6.243213176727295,Dong-R4
38.041236877441406,-46.47468948364258,TcMar-Tigger
53.30914306640625,-47.74925994873047,PiggyBac
9.558598518371582,72.13044738769531,SVA
-13.7019681930542,3.269134044647217,CR1
4.613284587860107,-51.50905990600586,hAT-Blackjack
45.57472229003906,-39.37142562866211,Dong-R4
-19.336071014404297,-60.83387756347656,TcMar-Tigger
19.105182647705078,-51.96418762207031,hAT-Charlie
60.978492736816406,-6.790888786315918,DNA
56.6472053527832,-21.862329483032227,hAT-Tip100
11.082226753234863,-22.364377975463867,TcMar-Tigger
28.808120727539062,68.12554168701172,SVA
6.542516708374023,10.14322280883789,srpRNA
50.09701156616211,-0.7872189879417419,srpRNA
15.333121299743652,71.810791015625,SVA
-44.774044036865234,-49.082157135009766,hAT-Tip100
-43.91828536987305,-36.03926467895508,ERVK
-16.228633880615234,72.2724380493164,ERVK
-27.289113998413086,52.41796112060547,ERVK
32.31571960449219,-53.746646881103516,hAT-Blackjack
10.290576934814453,-37.011474609375,ERV1
14.698955535888672,-63.53817367553711,hAT-Charlie
-25.20747184753418,9.91061782836914,ERVK
-25.215923309326172,59.826908111572266,SVA
30.866626739501953,-30.228609085083008,hAT-Charlie
54.62688064575195,-22.080425262451172,hAT-Charlie
-42.040061950683594,54.517398834228516,ERV1
-5.290648460388184,4.77411413192749,srpRNA
-46.82303237915039,47.19076919555664,TcMar-Mariner
57.91421890258789,-5.181689262390137,CR1
-8.87682056427002,84.5519790649414,TcMar-Mariner
-44.163734436035156,27.103151321411133,ERV1
55.4909553527832,-16.8175048828125,CR1
59.92339324951172,-20.132518768310547,hAT-Tip100
-8.86713981628418,8.601287841796875,ERVK
54.68570327758789,-24.384424209594727,hAT-Blackjack
-26.57296371459961,-32.68802261352539,ERVK
-23.484113693237305,35.233848571777344,hAT-Tip100
27.03938865661621,-27.286483764648438,hAT-Tip100
41.74314498901367,64.63946533203125,SVA
2.304600238800049,18.610023498535156,Alu
2.180689811706543,66.90130615234375,ERV1
-49.426551818847656,-50.481388092041016,TcMar-Tigger
-18.1627197265625,-68.33375549316406,hAT-Charlie
-7.90342903137207,67.25809478759766,SVA
49.54536056518555,-44.112449645996094,hAT-Charlie
58.71722412109375,3.0054259300231934,hAT-Blackjack
-43.54064178466797,27.648378372192383,ERV1
-24.378494262695312,33.13421630859375,ERVK
-20.45834732055664,14.008459091186523,CR1
-0.6313536167144775,-51.85213851928711,hAT-Tip100
17.853452682495117,-24.911312103271484,TcMar-Tigger
-26.690322875976562,-38.10995864868164,hAT-Blackjack
-65.31653594970703,-23.11932373046875,ERV1
-68.18782806396484,-22.4456787109375,ERV1
-68.17007446289062,-22.44426727294922,ERV1
3.948312997817993,24.61163902282715,Alu
46.88690948486328,-48.32588195800781,TcMar-Tigger
-39.84604263305664,-56.66189956665039,TcMar-Tigger
-40.353675842285156,40.12827682495117,TcMar-Tigger
16.2753963470459,69.15504455566406,SVA
57.34956359863281,-27.034692764282227,hAT-Blackjack
-15.702880859375,-29.401185989379883,TcMar-Mariner
-17.04901885986328,-30.379526138305664,TcMar-Mariner
65.90902709960938,-34.01418685913086,TcMar-Tigger
12.305462837219238,-49.58273696899414,TcMar-Tigger
12.370145797729492,-34.224971771240234,hAT-Blackjack
18.09127426147461,-19.967498779296875,TcMar-Tigger
-73.55414581298828,-24.277616500854492,ERV1
-58.38718032836914,15.074281692504883,TcMar-Mariner
12.178234100341797,77.15979766845703,SVA
22.581066131591797,-46.144832611083984,srpRNA
59.99625778198242,2.5382320880889893,PiggyBac
-26.930561065673828,-33.43400192260742,ERVK
18.5186710357666,68.47219848632812,SVA
-43.27720642089844,44.558902740478516,ERVK
32.86927032470703,-50.89524841308594,hAT-Blackjack
-22.02461814880371,-29.03129005432129,ERVK
27.713825225830078,70.61088562011719,SVA
39.473270416259766,-6.021795272827148,TcMar-Tigger
8.34695053100586,-40.323577880859375,TcMar-Tigger
-15.245091438293457,43.9697151184082,ERVK
9.08243179321289,7.126368999481201,srpRNA
-47.71908187866211,-32.05718994140625,hAT-Tip100
23.786436080932617,71.13565063476562,SVA
-48.64051055908203,24.473344802856445,ERVK
-13.122296333312988,57.969573974609375,ERVK
-20.149581909179688,-34.980533599853516,ERVK
-42.112606048583984,18.861494064331055,PiggyBac
45.137351989746094,-35.06755828857422,ERVK
4.510195255279541,-3.054705858230591,ERVK
-14.290885925292969,-58.643638610839844,ERVK
12.132454872131348,-39.691349029541016,hAT-Blackjack
-41.512508392333984,-53.973751068115234,hAT-Tip100
11.204126358032227,-44.56391525268555,TcMar-Tigger
-62.06013870239258,16.125516891479492,TcMar-Tigger
-45.705223083496094,-51.66217803955078,ERV1
26.732423782348633,-60.93560791015625,ERV1
-21.695737838745117,39.992431640625,SVA
-44.48173904418945,43.4959716796875,hAT-Tip100
2.022642135620117,-48.289756774902344,hAT-Tip100
-49.24162673950195,4.925942420959473,ERVK
-50.98424530029297,8.76801872253418,TcMar-Tigger
-27.344951629638672,-62.50812530517578,hAT-Tip100
-53.581459045410156,9.201383590698242,Dong-R4
-2.103407144546509,33.325016021728516,Alu
-18.402507781982422,-67.39318084716797,TcMar-Mariner
-4.516762733459473,70.16699981689453,SVA
42.61127471923828,64.70072937011719,SVA
-32.13236999511719,48.84381103515625,ERVK
21.629545211791992,-29.429378509521484,ERV1
-6.446996688842773,4.546231746673584,srpRNA
-63.19658660888672,-25.88092613220215,ERVK
24.815494537353516,68.3482894897461,SVA
35.867027282714844,-5.80160665512085,hAT-Tip100
60.91584014892578,-13.788888931274414,ERV1
-4.239811897277832,-53.38924026489258,hAT-Charlie
59.47012710571289,0.979474663734436,TcMar-Mariner
33.21448516845703,2.7565464973449707,srpRNA
-37.622276306152344,-40.271053314208984,TcMar-Tigger
-33.47532653808594,37.832679748535156,SVA
-23.85584831237793,-65.81066131591797,PiggyBac
50.696842193603516,-24.536556243896484,PiggyBac
10.876124382019043,72.64942932128906,SVA
29.8283748626709,66.80828857421875,ERVK
-14.378606796264648,46.67351150512695,ERVK
-24.488250732421875,1.4958996772766113,hAT-Tip100
-49.770965576171875,28.128026962280273,ERVK
-24.358016967773438,-59.913780212402344,TcMar-Tigger
-14.88900375366211,-71.27307891845703,TcMar-Tigger
-5.426461219787598,-1.291128158569336,hAT-Tip100
-61.56504821777344,-31.002357482910156,hAT-Tip100
39.227943420410156,65.72850799560547,SVA
12.125710487365723,38.31999969482422,Alu
26.632680892944336,-60.860111236572266,hAT-Charlie
21.911470413208008,-30.788530349731445,hAT-Charlie
27.196622848510742,70.79005432128906,SVA
-18.553964614868164,5.085796356201172,TcMar-Tigger
32.4686393737793,72.2721939086914,SVA
-42.550010681152344,26.964162826538086,ERVK
22.001296997070312,-11.716635704040527,srpRNA
3.4349942207336426,73.1265640258789,ERV1
-7.365478515625,-43.628116607666016,PiggyBac
-12.009994506835938,-70.47982788085938,hAT-Charlie
-44.59836196899414,42.685482025146484,TcMar-Tigger
37.156349182128906,66.28678131103516,SVA
-7.190226078033447,-71.94336700439453,TcMar-Tigger
-75.54876708984375,-23.970056533813477,ERV1
-54.765804290771484,-30.428218841552734,ERVK
-60.5262336730957,-29.6652889251709,hAT-Charlie
-68.83251190185547,-17.600025177001953,ERVK
-21.799779891967773,61.76011657714844,SVA
-39.06023406982422,-54.91086196899414,TcMar-Tigger
-11.495662689208984,-53.91698455810547,hAT-Tip100
57.71822738647461,3.5595054626464844,PiggyBac
-40.47196960449219,41.94747543334961,ERV1
-15.5235013961792,-0.30007028579711914,hAT-Tip100
4.932172775268555,68.59129333496094,ERV1
35.247928619384766,-29.320707321166992,MIR
-11.478302001953125,6.065729141235352,srpRNA
-34.14303207397461,20.430015563964844,hAT-Charlie
-19.27610206604004,2.876516580581665,ERVK
-59.31575012207031,24.15557289123535,ERV1
-24.364107131958008,58.39752197265625,SVA
-35.350379943847656,-34.66361999511719,PiggyBac
44.14603042602539,-20.122529983520508,hAT-Tip100
-2.470311164855957,-69.5452880859375,hAT-Charlie
60.796016693115234,4.1217451095581055,hAT-Charlie
49.2293586730957,-43.17778015136719,DNA
-22.488054275512695,55.94576644897461,ERVK
59.242431640625,6.911195755004883,hAT-Blackjack
2.3409199714660645,66.08777618408203,ERV1
-16.0784912109375,13.647226333618164,hAT-Tip100
34.69599914550781,70.95326232910156,SVA
-9.915526390075684,74.66764068603516,TcMar-Mariner
53.88958740234375,-27.150392532348633,hAT-Tip100
-5.064265251159668,4.715747356414795,srpRNA
9.401829719543457,-23.936004638671875,ERVK
-61.1519660949707,-31.80315399169922,ERV1
-33.72653579711914,31.283018112182617,ERV1
-60.883304595947266,-32.519569396972656,hAT-Tip100
-56.64310836791992,-29.542863845825195,ERVK
-15.552980422973633,-0.04138823226094246,ERVK
-43.00911331176758,6.468367576599121,CR1
61.7764778137207,-32.41646957397461,CR1
-15.124090194702148,-30.650901794433594,TcMar-Mariner
-10.778820037841797,61.8074951171875,ERVK
-19.999095916748047,-26.830394744873047,TcMar-Mariner
-38.8963508605957,38.795166015625,TcMar-Mariner
58.91697692871094,1.799831748008728,hAT-Tip100
32.53706741333008,-51.64841079711914,hAT-Tip100
-35.20752716064453,-62.43675994873047,hAT-Charlie
33.947479248046875,0.9669837355613708,TcMar-Tigger
56.10188293457031,-32.47135543823242,hAT-Charlie
-47.183570861816406,14.741615295410156,Dong-R4
56.76523971557617,-1.9563020467758179,hAT-Tip100
-40.363468170166016,-56.939109802246094,hAT-Charlie
41.38669967651367,66.65214538574219,SVA
-64.90158081054688,-15.998199462890625,ERVK
45.5201301574707,-37.32509231567383,hAT-Tip100
40.58515167236328,-57.11943054199219,hAT-Charlie
30.69679832458496,70.86429595947266,SVA
13.817112922668457,-38.89984130859375,hAT-Tip100
37.23047637939453,-59.17776107788086,hAT-Tip100
-55.582149505615234,3.47927188873291,hAT-Charlie
-54.79219436645508,7.737168312072754,ERV1
3.021583080291748,27.497936248779297,Alu
22.468353271484375,-47.202335357666016,hAT-Charlie
-17.473804473876953,55.07243347167969,SVA
-23.041730880737305,61.73447036743164,SVA
18.17397689819336,41.91752243041992,Alu
36.19165802001953,2.9505581855773926,TcMar-Tigger
25.633808135986328,27.695680618286133,Alu
-13.996561050415039,-68.47183990478516,hAT-Tip100
-2.183136224746704,-67.9695816040039,DNA
-29.27606964111328,26.16231346130371,ERVK
4.38548469543457,-53.60628128051758,Dong-R4
-13.886672019958496,-67.681884765625,hAT-Charlie
-26.858261108398438,-38.562461853027344,hAT-Blackjack
40.982967376708984,-1.9142059087753296,hAT-Charlie
-10.842150688171387,-44.43178176879883,hAT-Charlie
36.16176223754883,-20.472986221313477,hAT-Tip100
-34.63933563232422,53.66764831542969,hAT-Blackjack
-5.241711139678955,-1.2725712060928345,hAT-Tip100
-21.67545509338379,2.022716760635376,ERV1
-35.5297966003418,35.14777755737305,TcMar-Tigger
-40.68809509277344,55.61818313598633,TcMar-Mariner
-6.221580505371094,-71.21489715576172,TcMar-Tigger
-39.07910919189453,24.33386993408203,ERV1
-49.26896286010742,-51.7022705078125,hAT-Charlie
15.602486610412598,73.89314270019531,SVA
57.71907424926758,5.4552001953125,DNA
50.48051071166992,-4.065546989440918,hAT-Blackjack
-51.52665710449219,-43.10893249511719,TcMar-Mariner
-28.05513572692871,4.4496989250183105,ERV1
34.74275207519531,-22.282880783081055,Dong-R4
-4.086100101470947,-56.26072692871094,Dong-R4
-38.88801574707031,54.654296875,hAT-Tip100
-33.64931869506836,9.08650016784668,Dong-R4
13.789777755737305,-60.02004623413086,PiggyBac
9.446062088012695,-42.72552490234375,ERV1
-27.118152618408203,-35.88774871826172,ERV1
-12.750523567199707,-63.29376983642578,TcMar-Tigger
49.5344352722168,-28.05467414855957,hAT-Blackjack
7.603463649749756,-5.921875,Dong-R4
-13.391365051269531,-56.71424102783203,TcMar-Mariner
-46.39846420288086,-32.48032760620117,hAT-Blackjack
50.01038360595703,-18.953960418701172,DNA
-36.631805419921875,-60.57401657104492,TcMar-Tigger
58.376895904541016,-30.877099990844727,hAT-Blackjack
-52.176490783691406,-50.11747360229492,hAT-Tip100
25.260107040405273,1.8546048402786255,hAT-Tip100
-5.644107818603516,-68.2987289428711,hAT-Charlie
-26.314666748046875,34.27407455444336,ERV1
29.07115364074707,71.8634033203125,SVA
-32.96072769165039,56.634185791015625,SVA
-5.805971145629883,-0.40638086199760437,TcMar-Tigger
52.480926513671875,-7.713993549346924,ERV1
-62.81837844848633,-30.66495132446289,ERV1
-55.044273376464844,8.539931297302246,TcMar-Mariner
-21.722867965698242,-34.60084533691406,ERV1
48.53404235839844,-6.924368858337402,hAT-Charlie
37.11497116088867,68.03002166748047,SVA
21.015775680541992,-60.0786247253418,TcMar-Mariner
32.86736297607422,-31.910303115844727,ERVK
-25.14361572265625,-65.82249450683594,TcMar-Mariner
-24.055438995361328,9.230315208435059,ERVK
49.19346618652344,-21.66353416442871,hAT-Charlie
59.47329330444336,-33.36198425292969,hAT-Charlie
11.433515548706055,-40.26968002319336,TcMar-Tigger
-16.942298889160156,56.59626388549805,ERVK
-6.462488651275635,70.3192138671875,ERVK
-24.529756546020508,-34.159934997558594,ERVK
36.519622802734375,-56.575199127197266,hAT-Charlie
-46.91866683959961,17.437143325805664,ERV1
2.9327499866485596,-3.3473129272460938,srpRNA
5.818349838256836,70.72071075439453,SVA
-8.931615829467773,-65.25830841064453,ERV1
28.248802185058594,70.00753784179688,SVA
4.9595441818237305,-40.04890060424805,PiggyBac
-24.553422927856445,3.4144558906555176,ERVK
-23.347270965576172,62.14434051513672,SVA
32.005027770996094,-30.99003028869629,CR1
-8.497370719909668,84.12332916259766,hAT-Tip100
60.33057403564453,-34.22711181640625,hAT-Charlie
11.245749473571777,29.464458465576172,Alu
21.03102684020996,-43.95003128051758,hAT-Tip100
-19.330110549926758,1.2922229766845703,ERVK
31.851268768310547,-11.513754844665527,hAT-Charlie
44.201534271240234,-32.75101852416992,ERV1
18.706844329833984,26.5805721282959,srpRNA
22.76485824584961,2.8416543006896973,ERV1
21.365320205688477,74.35374450683594,SVA
-25.542177200317383,-64.77262878417969,ERV1
-56.28815841674805,28.981300354003906,L2
10.589226722717285,22.68927001953125,Alu
64.48948669433594,-32.65850830078125,Dong-R4
-61.75596237182617,-31.7470703125,hAT-Tip100
60.95204544067383,3.8912808895111084,hAT-Tip100
-23.802846908569336,-65.76853942871094,hAT-Charlie
36.37299346923828,-55.576725006103516,hAT-Charlie
-24.689559936523438,7.698199272155762,ERV1
7.456921100616455,-64.6983642578125,hAT-Tip100
-18.601621627807617,-47.2198371887207,hAT-Tip100
-61.900604248046875,26.08915138244629,ERV1
-32.24692153930664,-37.4412841796875,ERV1
0.5695077180862427,-59.122135162353516,hAT-Charlie
48.49899673461914,-17.68334197998047,CR1
32.447200775146484,67.21916198730469,SVA
-27.10342788696289,44.03712463378906,ERVK
52.308441162109375,-36.17131423950195,hAT-Charlie
-10.154268264770508,81.15969848632812,ERVK
-7.270296573638916,13.75684928894043,srpRNA
-37.62746047973633,-38.802860260009766,hAT-Charlie
14.41517162322998,-63.61371994018555,hAT-Tip100
17.49770164489746,69.03573608398438,SVA
37.86897277832031,63.09806823730469,SVA
57.536598205566406,-32.82566452026367,hAT-Charlie
-4.771576881408691,10.334991455078125,srpRNA
27.914052963256836,-7.2041401863098145,hAT-Tip100
-13.483040809631348,-5.430799961090088,ERVK
-34.289249420166016,-61.598411560058594,hAT-Tip100
14.809850692749023,75.40672302246094,SVA
-12.472804069519043,-29.119583129882812,hAT-Tip100
39.00304412841797,-40.597434997558594,TcMar-Tigger
-51.05015563964844,5.424743175506592,CR1
12.815770149230957,-57.67912673950195,TcMar-Tigger
-40.7271842956543,-57.253662109375,PiggyBac
1.4784992933273315,69.51685333251953,SVA
-15.201722145080566,12.751861572265625,hAT-Tip100
-33.0627555847168,-60.75218200683594,hAT-Tip100
-46.44174575805664,-31.969894409179688,hAT-Blackjack
-13.80759048461914,12.764667510986328,srpRNA
-29.08666229248047,54.8898811340332,ERV1
-15.22275447845459,60.5069694519043,ERV1
-9.084354400634766,84.94789123535156,TcMar-Mariner
38.83771514892578,-24.01289939880371,TcMar-Mariner
-8.43006420135498,20.564220428466797,srpRNA
17.072433471679688,43.911399841308594,Alu
65.61143493652344,-23.377490997314453,hAT-Tip100
-29.985658645629883,15.720254898071289,ERV1
-30.1885986328125,-35.47861862182617,ERV1
4.1593122482299805,-54.36750030517578,ERV1
-15.537497520446777,68.47128295898438,ERV1
14.730390548706055,24.445812225341797,Alu
22.22257423400879,-47.71322250366211,DNA
-29.369447708129883,41.692657470703125,ERV1
35.27820587158203,69.84161376953125,SVA
-29.792930603027344,-63.40216064453125,hAT-Charlie
-53.59577178955078,16.636568069458008,ERV1
-18.307165145874023,38.946285247802734,ERV1
-27.324169158935547,45.515010833740234,ERV1
-46.56425857543945,25.34847640991211,TcMar-Tigger
62.027896881103516,-15.501919746398926,CR1
43.32789611816406,-40.208560943603516,PiggyBac
-60.4024543762207,22.69333267211914,ERV1
-25.273048400878906,-40.36039733886719,PiggyBac
-4.504392623901367,69.81936645507812,ERV1
-9.175179481506348,73.2499008178711,ERVK
14.887413024902344,74.88561248779297,SVA
-23.199386596679688,53.28845977783203,ERVK
7.437429904937744,-62.18840026855469,hAT-Charlie
-15.75481128692627,-43.51693344116211,ERVK
27.985103607177734,-23.47941017150879,ERV1
45.603294372558594,7.840478897094727,hAT-Blackjack
-34.90337371826172,13.579148292541504,ERV1
-50.16362762451172,23.02434539794922,ERV1
38.73489761352539,62.36949920654297,ERVK
-37.070274353027344,23.412641525268555,ERVK
4.4965081214904785,-4.981983184814453,srpRNA
-51.89446258544922,8.134391784667969,ERV1
-1.5856404304504395,8.984379768371582,srpRNA
20.78661346435547,-29.192977905273438,hAT-Charlie
15.328571319580078,6.908047676086426,Alu
25.232519149780273,30.315288543701172,Alu
32.0379638671875,-49.32442092895508,TcMar-Tigger
-28.992630004882812,-57.025997161865234,PiggyBac
11.36958122253418,77.35196685791016,SVA
10.582164764404297,-36.942752838134766,TcMar-Tigger
50.269859313964844,-18.865869522094727,hAT-Charlie
-24.589569091796875,58.979156494140625,SVA
27.1968936920166,-16.31995391845703,hAT-Tip100
-50.978939056396484,-30.002317428588867,hAT-Charlie
-30.733774185180664,-55.294654846191406,ERV1
30.92467498779297,-48.752994537353516,hAT-Charlie
-51.40583038330078,20.276567459106445,ERV1
-21.674789428710938,4.205193996429443,ERV1
-39.07435607910156,16.547395706176758,ERVK
35.13974380493164,-35.43423080444336,TcMar-Tigger
-31.224895477294922,28.451457977294922,ERV1
-5.399131774902344,-68.53965759277344,TcMar-Mariner
37.183956146240234,68.1519775390625,SVA
-29.883991241455078,38.040428161621094,ERV1
-19.41725730895996,60.58344650268555,TcMar-Mariner
-17.351232528686523,-45.09733963012695,PiggyBac
42.92959976196289,-32.97706604003906,hAT-Charlie
2.096550703048706,3.802267551422119,ERV1
0.7659944295883179,73.55989837646484,SVA
-61.58238220214844,-17.3223876953125,ERVK
-29.259798049926758,27.03281021118164,ERVK
-69.51719665527344,-17.52236557006836,ERVK
8.213598251342773,27.006650924682617,Alu
